State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Phone,Day Mins,Eve Mins,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
IN,46,415,no,yes,34,368-9751,191.4,361.8,102,32.54,96,30.75,147.5,132,6.64,7.2,2,1.94,1,0
FL,103,415,no,no,0,380-6413,158.7,198.4,90,26.98,117,16.86,181.1,76,8.15,10.5,4,2.84,1,0
NM,16,510,no,no,0,367-9259,144.8,164.9,84,24.62,141,14.02,231.5,75,10.42,8.2,4,2.21,2,0
AL,119,415,no,no,0,404-8765,98.8,146.9,97,16.8,68,12.49,190.7,105,8.58,10,4,2.7,3,0
NY,122,415,no,yes,37,403-9468,163,312.8,107,27.71,118,26.59,200,85,9,11.6,5,3.13,1,0
MD,139,415,no,no,0,335-3133,181.6,335.7,119,30.87,118,28.53,149.8,64,6.74,8.3,6,2.24,4,0
KS,67,510,no,no,0,366-4426,129,188,78,21.93,116,15.98,235,102,10.58,11.2,3,3.02,2,0
WV,84,408,no,no,0,354-4752,86,260.7,83,14.62,86,22.16,98.6,109,4.44,8.9,4,2.4,1,0
ID,101,510,no,yes,17,406-4768,193.9,189.8,71,32.96,81,16.13,196.3,97,8.83,12.6,7,3.4,0,0
LA,40,510,no,no,0,367-9257,109.4,244.7,107,18.6,102,20.8,276.9,123,12.46,7.1,7,1.92,0,0
MI,61,415,no,no,0,342-8348,188.9,153.6,105,32.11,116,13.06,213.3,106,9.6,10.2,2,2.75,2,0
CA,95,415,no,no,0,341-3270,183.4,281.3,98,31.18,95,23.91,105.2,113,4.73,8.2,8,2.21,1,0
FL,98,408,no,no,0,416-7452,288.1,137.9,101,48.98,93,11.72,206.5,88,9.29,0,0,0,0,0
LA,114,415,no,no,0,356-8982,169.2,149.9,96,28.76,83,12.74,196.9,119,8.86,4.6,4,1.24,2,0
AL,149,415,no,yes,20,348-6659,264.4,219.6,102,44.95,123,18.67,200.4,89,9.02,11.3,3,3.05,2,0
CT,22,408,no,no,0,345-2401,207.7,210.6,116,35.31,99,17.9,238.2,88,10.72,9.6,5,2.59,0,0
PA,176,415,no,no,0,422-5264,169.5,112.9,151,28.82,84,9.6,56.6,99,2.55,8.7,4,2.35,0,0
TX,152,415,no,no,0,422-1799,141.5,263,102,24.06,94,22.36,207.1,113,9.32,3.4,4,0.92,2,0
VA,118,408,no,no,0,404-2877,154.8,244,71,26.32,73,20.74,159.6,81,7.18,12.8,4,3.46,0,0
MO,101,415,yes,no,0,417-7913,133.5,219.6,51,22.7,96,18.67,210,74,9.45,11.7,4,3.16,1,0
ND,118,408,no,no,0,419-3427,224.6,225.9,94,38.18,120,19.2,269,105,12.11,12.5,8,3.38,2,0
KY,71,415,no,no,0,414-5422,104,197,92,17.68,125,16.75,110.1,123,4.95,14.6,8,3.94,0,0
MD,71,415,no,yes,31,386-3766,115.4,217.4,90,19.62,78,18.48,239.9,102,10.8,13.1,4,3.54,1,0
IN,68,415,no,no,0,386-9724,222.1,199.4,107,37.76,102,16.95,162.4,107,7.31,9.4,3,2.54,2,0
MA,66,415,no,no,0,416-7393,116.4,95.6,98,19.79,74,8.13,181.5,94,8.17,10.5,3,2.84,3,0
ND,101,415,no,no,0,395-1380,217.7,231.7,118,37.01,128,19.69,185.3,128,8.34,0,0,0,3,0
VT,116,415,no,no,0,408-4911,129.4,157.3,84,22,89,13.37,215.5,77,9.7,13.3,3,3.59,0,0
CT,54,415,no,yes,33,387-4064,161.8,273,73,27.51,58,23.21,153.9,76,6.93,13.7,4,3.7,0,0
VA,112,408,no,yes,29,380-5667,198.8,238.6,122,33.8,114,20.28,289.5,69,13.03,11.5,5,3.11,1,0
MS,122,408,no,yes,45,402-8930,147.8,147.4,85,25.13,93,12.53,203.5,110,9.16,14,5,3.78,1,0
AK,74,415,no,no,0,336-6533,262.3,198.9,114,44.59,96,16.91,165.9,90,7.47,6.6,5,1.78,3,0
WY,90,415,no,no,0,359-9992,246.4,160.3,83,41.89,88,13.63,170.9,99,7.69,7.6,7,2.05,1,0
NC,85,510,no,no,0,404-2871,183.4,168.8,111,31.18,98,14.35,199.7,97,8.99,9.9,4,2.67,4,0
IL,100,415,no,no,0,420-6121,191.9,200.9,95,32.62,101,17.08,271.9,74,12.24,18.2,3,4.91,1,0
OH,114,415,no,no,0,369-4012,187.8,154.6,109,31.93,97,13.14,213.9,102,9.63,10.1,3,2.73,2,0
RI,83,510,no,no,0,357-2294,259.7,152.7,106,44.15,116,12.98,224.7,92,10.11,10.2,2,2.75,0,0
WY,157,415,yes,no,0,348-9938,180.4,194,123,30.67,98,16.49,227.3,88,10.23,8.4,5,2.27,0,0
OR,51,510,no,no,0,394-3023,51.8,230.2,107,8.81,104,19.57,227.5,118,10.24,10.4,4,2.81,2,0
OR,112,510,no,no,0,396-6462,206.2,164.5,122,35.05,94,13.98,140.3,101,6.31,12.6,7,3.4,3,0
ND,56,510,no,no,0,384-5335,164.3,233.7,92,27.93,107,19.86,187.3,104,8.43,11.8,1,3.19,2,0
WV,64,415,no,yes,22,357-2748,200.4,131.1,80,34.07,84,11.14,230.7,67,10.38,7.6,5,2.05,1,0
VA,123,408,no,no,0,386-7976,154.3,183,107,26.23,111,15.56,54,134,2.43,10.9,8,2.94,0,0
ID,68,510,no,yes,30,403-9199,122.9,233.5,93,20.89,91,19.85,199.5,144,8.98,9.6,2,2.59,2,0
CT,40,510,yes,no,0,361-1900,220.8,265.7,100,37.54,106,22.58,212.8,94,9.58,6.4,3,1.73,0,0
NM,132,408,no,no,0,405-3848,214.6,251.7,78,36.48,98,21.39,240.8,88,10.84,13.9,2,3.75,0,0
NY,122,510,no,no,0,397-3943,145.6,284.7,102,24.75,111,24.2,228.2,91,10.27,12.2,5,3.29,0,0
MT,130,408,no,yes,19,347-3821,152.9,213.2,87,25.99,99,18.12,205.3,114,9.24,10.8,6,2.92,2,0
WY,90,510,no,no,0,400-8069,125.4,269.1,158,21.32,83,22.87,238.6,103,10.74,11,7,2.97,1,0
NE,139,415,no,yes,25,346-5349,138.3,80.6,96,23.51,79,6.85,163.7,83,7.37,8.3,8,2.24,0,0
IN,57,415,no,no,0,345-5089,189.3,174.9,157,32.18,70,14.87,221.9,117,9.99,11.2,5,3.02,3,0
CO,128,510,no,no,0,410-4613,199.3,194.8,86,33.88,102,16.56,298.2,82,13.42,14.3,2,3.86,4,0
WY,127,510,yes,no,0,356-4706,247.5,108.5,99,42.08,118,9.22,232,72,10.44,10.6,3,2.86,2,0
OK,177,408,no,no,0,333-9133,175.4,155.3,99,29.82,83,13.2,179.4,86,8.07,11.5,3,3.11,1,0
SD,121,415,no,no,0,392-2459,179.4,143,70,30.5,93,12.16,116.3,113,5.23,11.2,5,3.02,1,0
SC,99,510,yes,yes,39,401-3685,126.8,293.6,94,21.56,115,24.96,174.1,91,7.83,8.4,4,2.27,0,0
WV,21,415,no,no,0,332-5582,91.9,198.4,109,15.62,111,16.86,171.7,125,7.73,13,7,3.51,2,0
WA,56,408,no,no,0,376-2550,210.4,176.6,80,35.77,96,15.01,149.7,56,6.74,15.5,4,4.19,1,0
MN,81,510,no,no,0,375-2522,145.6,287.9,59,24.75,131,24.47,181.7,121,8.18,9.2,4,2.48,2,0
AZ,68,415,no,no,0,420-1782,232.4,153.3,76,39.51,103,13.03,214.6,107,9.66,10.5,2,2.84,1,0
DE,183,415,no,yes,8,384-8890,86.5,285.2,119,14.71,97,24.24,180.4,133,8.12,8.7,2,2.35,2,0
CO,90,408,no,no,0,371-4788,109.9,220.8,102,18.68,114,18.77,104,133,4.68,10.9,6,2.94,0,0
WI,165,408,no,no,0,360-5636,156,276.1,88,26.52,81,23.47,175.9,94,7.92,9.3,5,2.51,1,0
NJ,59,510,no,no,0,352-9836,195,198.5,58,33.15,88,16.87,304.3,110,13.69,14.8,9,4,0,0
IL,16,415,yes,no,0,342-2013,110,147.3,91,18.7,75,12.52,190.5,73,8.57,6.4,7,1.73,0,0
IA,113,510,no,no,0,335-8427,156,256.8,141,26.52,72,21.83,175.3,123,7.89,11.9,5,3.21,2,0
GA,120,408,no,no,0,409-6753,98.2,186.7,99,16.69,85,15.87,146.7,96,6.6,9.3,4,2.51,2,0
AK,115,415,no,no,0,349-1756,210.6,153.1,120,35.8,84,13.01,262.2,79,11.8,11,5,2.97,0,0
KY,38,408,no,yes,36,352-9947,115.4,166.2,98,19.62,83,14.13,184.7,79,8.31,15.2,6,4.1,2,0
SC,1,408,no,no,0,336-1043,123.8,236.2,113,21.05,77,20.08,73.2,81,3.29,3.7,2,1,0,0
MT,97,415,no,yes,15,416-7013,117.6,196.3,97,19.99,126,16.69,157.4,113,7.08,6.4,3,1.73,1,0
KY,55,415,no,yes,28,345-4551,105.3,197.4,82,17.9,109,16.78,187.5,91,8.44,8.6,6,2.32,2,0
WV,75,415,no,no,0,405-9864,111.7,237.3,121,18.99,119,20.17,253.5,110,11.41,13.1,6,3.54,1,0
ID,83,415,no,no,0,350-4297,159.3,202.3,104,27.08,98,17.2,229,73,10.31,9.5,3,2.57,2,0
MA,101,415,no,yes,21,400-4244,238,209.6,88,40.46,84,17.82,233,95,10.49,10,5,2.7,2,0
MD,120,415,no,yes,40,417-2608,128.1,247.7,99,21.78,78,21.05,199.7,121,8.99,15.6,3,4.21,0,0
SD,183,415,no,yes,31,372-2990,171.2,193.6,104,29.1,74,16.46,196.5,85,8.84,10.2,4,2.75,1,0
KY,80,415,no,no,0,330-3008,220,207.7,114,37.4,76,17.65,168.4,137,7.58,12.1,3,3.27,2,0
ID,88,415,no,no,0,384-8629,55.6,242.7,65,9.45,121,20.63,176.3,134,7.93,11.3,4,3.05,0,0
NY,112,415,no,yes,23,404-9504,286.6,315.3,79,48.72,102,26.8,193.9,101,8.73,10.3,6,2.78,1,0
NM,63,510,no,no,0,405-8753,207.6,229,96,35.29,112,19.47,162.6,131,7.32,13.3,2,3.59,1,0
ID,92,415,no,no,0,394-4260,197.2,242.3,113,33.52,116,20.6,192,76,8.64,11,5,2.97,2,0
WY,177,415,no,no,0,380-9063,175.7,168.6,120,29.87,90,14.33,198.9,110,8.95,14.6,4,3.94,1,0
NM,118,510,no,no,0,395-4509,205.2,184.8,115,34.88,137,15.71,176.1,115,7.92,7,6,1.89,0,0
HI,111,408,no,yes,13,401-6671,193.1,111.6,104,32.83,98,9.49,227.4,94,10.23,12.1,4,3.27,1,0
ID,82,510,no,yes,34,405-7204,232.6,153.2,121,39.54,115,13.02,286.7,77,12.9,4.7,3,1.27,3,0
NC,74,415,no,no,0,329-5377,102.7,149.3,89,17.46,100,12.69,188.1,114,8.46,11,5,2.97,0,0
TX,121,415,no,yes,31,408-9572,263.1,279.3,70,44.73,118,23.74,127.1,143,5.72,9.7,4,2.62,5,0
GA,131,408,no,no,0,380-9879,197,201,79,33.49,114,17.09,151.2,111,6.8,11.6,5,3.13,1,0
AL,125,408,no,no,0,384-9243,169.3,156,90,28.78,138,13.26,210.8,106,9.49,11.6,6,3.13,2,0
ME,19,415,no,no,0,404-5597,201.5,129.2,123,34.26,110,10.98,220.6,98,9.93,12.9,4,3.48,1,0
VA,138,415,no,no,0,359-7521,251,91.2,119,42.67,96,7.75,142.2,87,6.4,13.8,3,3.73,3,0
ID,119,415,no,no,0,327-4795,230.4,225,117,39.17,101,19.13,198.5,111,8.93,7.6,6,2.05,3,0
NY,137,510,no,no,0,338-7955,109.8,230.5,120,18.67,86,19.59,255.8,103,11.51,11.9,6,3.21,1,0
OH,135,415,no,no,0,351-7807,173.4,222,107,29.48,84,18.87,64.2,94,2.89,13.7,6,3.7,1,0
HI,134,415,no,yes,38,342-9394,214.4,211.7,93,36.45,57,17.99,165,79,7.43,10,8,2.7,1,0
DC,45,415,no,no,0,384-6264,96.1,246.8,103,16.34,134,20.98,229.7,92,10.34,9.7,4,2.62,1,0
TN,129,408,no,no,0,352-4534,101.4,249.1,145,17.24,116,21.17,157.6,107,7.09,7.1,6,1.92,1,0
VT,142,415,no,no,0,378-4617,232.5,181.8,74,39.53,142,15.45,203.1,86,9.14,10.4,6,2.81,4,0
MD,130,415,no,yes,45,364-9567,174.5,217.5,120,29.67,95,18.49,220.3,67,9.91,12.2,2,3.29,1,0
LA,163,408,no,yes,23,371-5875,224,233.5,126,38.08,89,19.85,293.9,104,13.23,8.8,4,2.38,1,0
HI,105,415,no,no,0,383-6489,211.1,176.7,99,35.89,66,15.02,221.5,96,9.97,14.7,7,3.97,4,0
FL,119,415,no,no,0,345-7117,109.2,153.1,96,18.56,80,13.01,240,102,10.8,9.8,5,2.65,2,0
WY,78,408,no,no,0,384-3902,220,179.9,95,37.4,121,15.29,188.2,109,8.47,11.5,5,3.11,0,0
NE,92,415,no,no,0,386-2759,181.4,164.5,98,30.84,98,13.98,171,110,7.69,10.9,4,2.94,2,0
WY,146,415,no,yes,11,356-1270,180.7,173.7,82,30.72,90,14.76,231.5,89,10.42,10.1,4,2.73,2,0
OR,125,408,no,yes,32,379-1336,96.5,145.8,109,16.41,109,12.39,174.4,82,7.85,9.4,2,2.54,1,0
IN,88,415,no,no,0,354-7201,183.5,170.5,93,31.2,80,14.49,193.8,88,8.72,8.3,5,2.24,3,0
MD,83,408,no,yes,38,404-5057,107.9,140.4,90,18.34,94,11.93,253.6,79,11.41,10.5,2,2.84,0,0
TN,3,510,yes,no,0,407-8012,161,244.9,96,27.37,82,20.82,180.8,103,8.14,7.7,6,2.08,1,0
WA,48,510,no,no,0,328-1373,149.2,161.9,146,25.36,109,13.76,197.9,109,8.91,8.3,2,2.24,3,0
MS,189,415,no,no,0,411-6501,227.8,169.5,124,38.73,112,14.41,201.1,91,9.05,5.6,4,1.51,3,0
OH,95,415,no,yes,23,329-8056,160.3,202.4,87,27.25,101,17.2,191.1,122,8.6,7.4,3,2,0,0
CO,66,408,no,yes,40,329-6192,141.7,268.3,87,24.09,89,22.81,241.3,68,10.86,8.5,7,2.3,0,0
TX,80,510,no,yes,22,384-3904,196.4,150.3,115,33.39,109,12.78,176.2,75,7.93,9.3,1,2.51,0,0
AK,1,408,no,no,0,373-1028,175.2,151.7,74,29.78,79,12.89,230.5,109,10.37,5.3,3,1.43,1,0
WV,84,408,no,no,0,369-1220,146.8,171.7,133,24.96,73,14.59,234.5,69,10.55,9.9,3,2.67,1,0
MA,96,415,no,no,0,359-9369,173.9,287.4,111,29.56,105,24.43,204.8,91,9.22,9.1,7,2.46,1,0
TN,123,415,no,yes,34,415-3016,305.2,156.5,80,51.88,109,13.3,280,81,12.6,13.2,7,3.56,1,0
DE,105,415,yes,no,0,350-2250,150,293.8,106,25.5,123,24.97,250.7,65,11.28,10.3,7,2.78,3,0
VA,80,415,no,no,0,383-9355,197.5,206.9,114,33.58,119,17.59,163.6,109,7.36,11.3,4,3.05,1,0
MT,157,408,no,no,0,417-3257,240.2,153,67,40.83,98,13.01,249,72,11.21,10.2,6,2.75,2,0
ID,67,510,no,yes,30,336-8010,186.2,286.7,117,31.65,76,24.37,164.3,113,7.39,12.9,3,3.48,2,0
IN,141,415,no,yes,39,354-7718,116.9,276.5,127,19.87,88,23.5,289.9,125,13.05,12.3,2,3.32,0,0
MD,79,415,no,yes,17,358-4412,236.7,263.5,95,40.24,56,22.4,259.6,107,11.68,12,4,3.24,1,0
MS,76,408,no,no,0,368-8972,173.2,131.2,93,29.44,80,11.15,170.9,104,7.69,5.4,3,1.46,0,0
WA,111,510,no,no,0,407-9841,152.2,137.2,114,25.87,102,11.66,185.9,97,8.37,9.8,3,2.65,0,0
OH,94,415,no,no,0,393-5208,181.3,182.4,135,30.82,108,15.5,180.6,103,8.13,6.7,2,1.81,0,0
AR,109,510,no,no,0,374-5530,175.4,250.7,125,29.82,87,21.31,289.3,74,13.02,9.8,9,2.65,1,0
AZ,138,415,no,no,0,332-3381,87.6,266.9,112,14.89,107,22.69,214.6,104,9.66,9.8,10,2.65,2,0
SC,73,415,no,no,0,344-9347,203.3,141.9,45,34.56,87,12.06,200.7,71,9.03,8.5,6,2.3,0,0
AL,148,415,no,yes,21,393-4528,262.9,149.5,135,44.69,96,12.71,140.5,109,6.32,8.1,4,2.19,1,0
NE,103,408,no,no,0,347-2378,160.8,155.8,91,27.34,82,13.24,254.3,103,11.44,8.5,3,2.3,1,0
MT,143,408,no,yes,22,385-2699,141.8,167.3,116,24.11,99,14.22,178.1,130,8.01,7.8,3,2.11,1,0
MN,79,408,no,yes,32,383-4319,50.6,201.4,62,8.6,87,17.12,146.8,121,6.61,4.2,4,1.13,2,0
NV,89,415,no,no,0,352-7915,134.9,156,59,22.93,152,13.26,197.5,112,8.89,10.2,5,2.75,1,0
CA,120,415,no,no,0,375-5547,252.1,226.1,110,42.86,103,19.22,155.6,83,7,13.8,3,3.73,1,0
UT,121,415,no,yes,41,337-2348,215.5,241.8,95,36.64,92,20.55,147,108,6.61,9.6,3,2.59,1,0
IL,101,415,no,no,0,342-8702,124.8,257.2,66,21.22,85,21.86,193.2,115,8.69,13.4,4,3.62,0,0
DC,115,408,no,no,0,393-5802,178.7,271,114,30.38,96,23.04,245.9,94,11.07,16.4,5,4.43,2,0
IN,168,415,no,no,0,384-2219,183.2,179.2,131,31.14,73,15.23,292.8,100,13.18,9.9,5,2.67,2,0
NM,90,415,no,no,0,347-6164,167.5,139.1,96,28.48,104,11.82,138.4,87,6.23,13,1,3.51,1,0
MS,70,510,no,no,0,376-9940,147.1,200,105,25.01,135,17,234.9,65,10.57,12.5,9,3.38,3,0
VT,138,415,no,no,0,354-4352,230.1,212,107,39.12,120,18.02,174.9,119,7.87,13.2,4,3.56,1,0
VT,43,408,no,no,0,331-8713,135.8,163.2,125,23.09,88,13.87,229.8,106,10.34,12.6,3,3.4,0,0
UT,117,510,no,yes,20,341-3663,205.7,136.1,98,34.97,107,11.57,159.4,147,7.17,8.7,3,2.35,2,0
KY,108,408,no,no,0,376-4665,73.8,143.4,105,12.55,114,12.19,170.2,98,7.66,10.9,3,2.94,2,0
VA,118,408,no,no,0,421-9034,189.3,233.5,119,32.18,112,19.85,270.9,104,12.19,10,1,2.7,2,0
OH,169,408,no,no,0,401-5169,147.2,161.9,115,25.02,123,13.76,142.1,103,6.39,7.2,6,1.94,3,0
AZ,62,408,no,yes,42,370-8262,137.3,184.2,95,23.34,94,15.66,231.4,70,10.41,10.2,3,2.75,0,0
NY,86,510,no,no,0,387-2041,70.7,211,125,12.02,113,17.94,174.6,107,7.86,0,0,0,2,0
VA,44,408,no,no,0,356-4146,204.6,205.2,117,34.78,94,17.44,164.6,84,7.41,10.7,5,2.89,0,0
MA,127,510,no,yes,19,336-1880,129.7,160.8,115,22.05,101,13.67,265,63,11.93,12.2,3,3.29,2,0
IL,151,415,yes,no,0,347-5843,198.7,209.5,70,33.78,106,17.81,281.9,126,12.69,12.4,4,3.35,0,0
LA,53,415,no,no,0,370-8023,145.1,233.7,116,24.67,82,19.86,208.7,95,9.39,7.9,5,2.13,2,0
MO,15,415,no,no,0,417-9814,135.2,152.5,101,22.98,79,12.96,224.8,83,10.12,8.4,5,2.27,2,0
DC,123,408,no,yes,28,387-3422,124.7,250.4,105,21.2,78,21.28,216.4,128,9.74,7.8,8,2.11,1,0
PA,137,415,no,no,0,365-1664,215.9,145.4,76,36.7,118,12.36,186.9,129,8.41,12.1,4,3.27,1,0
TN,106,415,no,no,0,367-2436,119.2,228.4,142,20.26,139,19.41,197.9,61,8.91,8.4,9,2.27,2,0
NJ,88,510,no,no,0,344-6258,144.3,156.4,116,24.53,74,13.29,214.7,90,9.66,7.8,10,2.11,3,0
VA,106,415,no,no,0,353-8928,235.2,220.6,121,39.98,87,18.75,236.3,91,10.63,11.8,4,3.19,1,0
TN,95,510,no,no,0,365-7784,174,281.1,57,29.58,118,23.89,197.2,94,8.87,9.7,2,2.62,0,0
WA,184,408,no,no,0,344-3131,151.7,178.5,93,25.79,77,15.17,229.1,111,10.31,13.1,8,3.54,2,0
AR,109,510,no,no,0,378-4294,153.1,234.1,102,26.03,77,19.9,329.2,74,14.81,9.9,9,2.67,3,0
WI,127,415,no,no,0,343-9365,218.6,149.9,93,37.16,130,12.74,204.6,131,9.21,9.2,5,2.48,2,0
WA,82,510,no,no,0,362-5579,265.2,178.7,122,45.08,102,15.19,174.7,90,7.86,10.7,9,2.89,2,0
RI,180,415,no,no,0,366-7616,143.3,180.5,134,24.36,113,15.34,184.2,87,8.29,10.1,4,2.73,1,0
ME,174,415,no,no,0,397-2870,190.3,252.7,98,32.35,70,21.48,220.6,97,9.93,7.2,9,1.94,2,0
CO,81,408,no,no,0,372-9091,115.3,224.7,99,19.6,117,19.1,152.5,98,6.86,18,2,4.86,1,0
NC,122,415,no,no,0,396-8662,215.6,167.8,86,36.65,59,14.26,207,67,9.32,6.4,8,1.73,3,0
WY,34,408,no,no,0,339-6446,128.8,208.7,80,21.9,93,17.74,202.1,103,9.09,14,7,3.78,1,0
FL,90,415,no,yes,24,353-5257,71.2,181.6,82,12.1,103,15.44,186.9,111,8.41,12.9,1,3.48,1,0
KY,73,408,no,no,0,369-7295,94.9,253.2,121,16.13,83,21.52,175.1,86,7.88,14.2,2,3.83,2,0
WA,120,408,no,yes,28,344-9620,215.8,285.2,123,36.69,76,24.24,192.1,78,8.64,6.9,3,1.86,1,0
MT,160,415,no,no,0,329-8436,97.5,268.1,113,16.58,69,22.79,255.3,62,11.49,13.2,4,3.56,3,0
PA,141,510,no,no,0,414-6739,146.5,169.9,121,24.91,125,14.44,238.8,112,10.75,8.2,5,2.21,0,0
MA,90,408,no,no,0,406-1730,157.9,234,72,26.84,93,19.89,210,86,9.45,12.2,5,3.29,2,0
VT,72,415,no,no,0,336-9327,139.9,223.6,117,23.78,96,19.01,240.8,93,10.84,12.7,4,3.43,2,0
MN,117,408,no,yes,21,378-7418,153.2,263.3,112,26.04,110,22.38,135,85,6.08,11.9,7,3.21,1,0
IL,79,408,yes,no,0,412-6019,103.5,319.3,134,17.6,111,27.14,239.9,124,10.8,8.4,4,2.27,2,0
AR,87,408,no,no,0,390-4789,185.8,192.3,119,31.59,83,16.35,200,96,9,6.6,4,1.78,1,0
MD,102,415,no,no,0,386-9774,129.5,354.2,56,22.02,118,30.11,145.5,93,6.55,10.9,3,2.94,1,0
MT,49,408,no,no,0,353-8970,236.6,220.9,91,40.22,146,18.78,146.8,114,6.61,8.9,2,2.4,1,0
VT,67,408,no,no,0,410-5370,260.4,208.2,107,44.27,104,17.7,207.9,115,9.36,10,2,2.7,6,0
CO,107,415,no,no,0,404-4421,167.3,163.9,100,28.44,79,13.93,185.9,100,8.37,6.7,5,1.81,2,0
NC,190,408,no,no,0,409-3353,182.2,212.3,101,30.97,95,18.05,233,123,10.49,9.3,4,2.51,2,0
WA,118,510,no,no,0,422-2571,113,150.1,80,19.21,87,12.76,204.3,115,9.19,10.8,4,2.92,2,0
TN,120,415,no,no,0,412-3404,185.7,235.1,133,31.57,149,19.98,256.4,78,11.54,16.9,6,4.56,0,0
AR,94,408,no,no,0,333-2964,136.2,165.1,114,23.15,118,14.03,137.9,71,6.21,9.6,5,2.59,0,0
DC,115,510,no,yes,29,406-6669,222.6,190.3,81,37.84,109,16.18,201.2,87,9.05,11.5,2,3.11,1,0
MN,61,415,no,no,0,409-8802,197.3,264.5,67,33.54,106,22.48,210.5,116,9.47,9,6,2.43,1,0
IA,143,510,no,yes,33,354-6183,141.4,186.4,130,24.04,114,15.84,210,111,9.45,7.7,6,2.08,1,0
KS,110,510,no,no,0,354-2434,208,95.1,69,35.36,94,8.08,178.5,129,8.03,8,11,2.16,1,0
ND,104,415,no,no,0,389-7620,118.5,177.8,92,20.15,109,15.11,255.7,98,11.51,12.1,4,3.27,1,0
MT,16,510,no,no,0,338-1724,153.2,229.7,65,26.04,90,19.52,148.2,94,6.67,10.7,8,2.89,1,0
IL,183,510,no,no,0,399-1750,108.3,183.6,87,18.41,116,15.61,176.6,109,7.95,13.5,2,3.65,0,0
DC,147,408,no,no,0,354-8914,168.6,187.7,92,28.66,107,15.95,216.5,95,9.74,14.4,8,3.89,2,0
MS,102,510,yes,no,0,329-9689,224.2,243.3,81,38.11,90,20.68,147.8,66,6.65,12,8,3.24,3,0
TN,123,415,no,no,0,337-8950,166.9,221.8,98,28.37,77,18.85,243.9,114,10.98,12.8,4,3.46,3,0
IA,64,415,no,yes,43,374-1836,118.4,144.1,100,20.13,108,12.25,158.1,91,7.11,8.5,6,2.3,1,0
AK,103,510,no,no,0,359-9454,190.9,226.6,62,32.45,53,19.26,230.1,96,10.35,7.8,3,2.11,2,0
OR,97,415,no,no,0,417-2774,146,203,121,24.82,141,17.26,151.8,120,6.83,13.3,2,3.59,1,0
ME,57,415,no,yes,33,369-8576,193.4,231.6,105,32.88,79,19.69,226.2,90,10.18,11.1,11,3,2,0
MN,157,510,no,no,0,372-6920,185.1,213,92,31.47,85,18.11,196.1,85,8.82,8.5,5,2.3,2,0
GA,194,510,no,no,0,333-6575,193.3,169,106,32.86,150,14.37,225.2,122,10.13,11.8,4,3.19,0,0
DC,66,415,no,no,0,410-1190,146.4,196.5,107,24.89,99,16.7,230.1,106,10.35,7.8,2,2.11,1,0
GA,155,510,no,no,0,376-1641,71.2,304.4,90,12.1,119,25.87,183.3,103,8.25,8.6,4,2.32,0,0
OK,116,510,no,no,0,393-3976,205,140.9,90,34.85,114,11.98,272.6,96,12.27,7.5,4,2.03,2,0
OK,63,415,no,no,0,388-7355,128.7,240.8,78,21.88,133,20.47,237.7,121,10.7,12.8,6,3.46,1,0
GA,64,510,no,no,0,412-7791,216.9,211,78,36.87,115,17.94,179.8,116,8.09,11.4,5,3.08,3,0
NJ,96,510,no,no,0,368-6111,150,218.5,122,25.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,0
MN,53,415,no,no,0,401-9420,164.1,206,106,27.9,56,17.51,194.7,124,8.76,11.4,2,3.08,1,0
ME,105,510,no,no,0,352-5750,212,226.6,113,36.04,128,19.26,193.6,114,8.71,8.9,7,2.4,3,0
MI,53,510,no,yes,37,417-3702,167.3,194.7,99,28.44,99,16.55,236.7,112,10.65,12,9,3.24,2,0
MT,101,415,no,no,0,353-5714,154.4,217.2,130,26.25,101,18.46,185.4,52,8.34,13.9,4,3.75,1,0
NE,129,510,no,yes,30,409-9494,177.3,211.8,95,30.14,102,18,240.2,108,10.81,9.3,7,2.51,3,0
VA,163,415,no,no,0,378-8342,202.9,178.6,100,34.49,46,15.18,203.8,116,9.17,12.8,3,3.46,5,0
VT,93,408,no,no,0,417-6044,149.6,200.7,120,25.43,85,17.06,181.2,107,8.15,14.3,9,3.86,0,0
DC,73,408,no,no,0,355-5922,122,138.3,92,20.74,114,11.76,224.2,128,10.09,5.8,5,1.57,1,0
ND,120,415,no,no,0,369-5810,177.2,270.4,88,30.12,99,22.98,231.5,90,10.42,14,2,3.78,2,0
TN,196,415,no,no,0,340-8291,133.1,206.5,80,22.63,120,17.55,221.6,96,9.97,10.3,8,2.78,1,0
NY,148,408,no,no,0,407-7464,208.4,174.4,120,35.43,99,14.82,310.7,105,13.98,11.2,4,3.02,1,0
AL,85,408,no,yes,30,386-6411,173.1,247.2,107,29.43,101,21.01,158.7,104,7.14,11.5,5,3.11,1,0
MS,78,415,no,yes,13,410-5236,281.2,178.2,93,47.8,101,15.15,244.2,129,10.99,6.4,5,1.73,2,0
MD,106,415,no,no,0,409-2412,208.3,169.4,89,35.41,67,14.4,102,90,4.59,15.9,4,4.29,3,0
NE,147,415,no,yes,38,400-7280,243.4,273.8,126,41.38,109,23.27,282.9,91,12.73,14.1,8,3.81,2,0
IL,91,415,no,no,0,373-4483,189.3,239.3,100,32.18,107,20.34,89.7,89,4.04,9.9,3,2.67,3,0
